HEAT: 	INITIALIZED
2023-10-27 04:58:06.182492	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 04:58:06.182854	FAN : 	No criteria activated - keeping fan off
2023-10-27 04:58:06.182958	FAN :	Waiting for 1 minute before next check
2023-10-27 04:58:53.479283	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 04:58:53.479572	HEAT:	Waiting for 1 minute before next check
2023-10-27 04:59:06.708404	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 04:59:06.708679	FAN : 	No criteria activated - keeping fan off
2023-10-27 04:59:06.708782	FAN :	Waiting for 1 minute before next check
2023-10-27 04:59:54.004973	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 04:59:54.005243	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:00:05.134329	AIR : 	ON
2023-10-27 05:00:07.234188	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:00:07.234439	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:00:07.234542	FAN :	Waiting for 1 minute before next check
2023-10-27 05:00:57.060530	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:00:57.060800	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:01:07.759947	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:01:07.760222	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:01:07.760323	FAN :	Waiting for 1 minute before next check
2023-10-27 05:01:57.586222	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:01:57.586491	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:02:08.285727	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:02:08.286001	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:02:08.286105	FAN :	Waiting for 1 minute before next check
2023-10-27 05:02:58.111973	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:02:58.112249	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:03:08.811588	FAN -> 	Temperature=17.0°, Humidity=95.3%
2023-10-27 05:03:08.811855	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:03:08.811958	FAN :	Waiting for 1 minute before next check
2023-10-27 05:03:58.637665	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:03:58.637946	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:04:09.337351	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:04:09.337608	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:04:09.337711	FAN :	Waiting for 1 minute before next check
2023-10-27 05:04:59.163444	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:04:59.163748	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:05:09.863163	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:05:09.863431	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:05:09.863535	FAN :	Waiting for 1 minute before next check
2023-10-27 05:05:59.689201	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:05:59.689430	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:06:10.388953	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:06:10.389229	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:06:10.389332	FAN :	Waiting for 1 minute before next check
2023-10-27 05:07:00.214932	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:07:00.215252	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:07:10.914731	FAN -> 	Temperature=17.0°, Humidity=95.2%
2023-10-27 05:07:10.915043	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:07:10.915147	FAN :	Waiting for 1 minute before next check
2023-10-27 05:08:00.740639	HEAT-> 	Temperature=17.0°, Humidity=95.3%
2023-10-27 05:08:00.740899	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:08:11.440629	FAN -> 	Temperature=17.0°, Humidity=95.3%
2023-10-27 05:08:11.440923	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:08:11.441028	FAN :	Waiting for 1 minute before next check
2023-10-27 05:09:01.266305	HEAT-> 	Temperature=17.0°, Humidity=95.2%
2023-10-27 05:09:01.266577	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:09:11.966331	FAN -> 	Temperature=17.0°, Humidity=95.2%
2023-10-27 05:09:11.966602	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:09:11.966705	FAN :	Waiting for 1 minute before next check
2023-10-27 05:10:01.792114	HEAT-> 	Temperature=16.9°, Humidity=95.1%
2023-10-27 05:10:01.792384	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:10:12.492280	FAN -> 	Temperature=16.9°, Humidity=95.4%
2023-10-27 05:10:12.492561	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:10:12.492666	FAN :	Waiting for 1 minute before next check
2023-10-27 05:11:02.317762	HEAT-> 	Temperature=17.0°, Humidity=95.2%
2023-10-27 05:11:02.318024	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:11:13.018139	FAN -> 	Temperature=16.9°, Humidity=95.5%
2023-10-27 05:11:13.018418	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:11:13.018521	FAN :	Waiting for 1 minute before next check
2023-10-27 05:12:02.843516	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:12:02.843782	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:12:13.544151	FAN -> 	Temperature=16.9°, Humidity=95.5%
2023-10-27 05:12:13.544428	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:12:13.544530	FAN :	Waiting for 1 minute before next check
2023-10-27 05:13:03.369147	HEAT-> 	Temperature=16.9°, Humidity=95.6%
2023-10-27 05:13:03.369416	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:13:14.069890	FAN -> 	Temperature=16.9°, Humidity=95.3%
2023-10-27 05:13:14.070166	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:13:14.070271	FAN :	Waiting for 1 minute before next check
2023-10-27 05:14:03.894834	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:14:03.895129	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:14:14.595756	FAN -> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:14:14.596036	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:14:14.596140	FAN :	Waiting for 1 minute before next check
2023-10-27 05:15:04.420525	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:15:04.420791	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:15:15.121580	FAN -> 	Temperature=17.0°, Humidity=95.7%
2023-10-27 05:15:15.121863	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:15:15.121966	FAN :	Waiting for 1 minute before next check
2023-10-27 05:16:04.946223	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:16:04.946502	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:16:15.647710	FAN -> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:16:15.647976	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:16:15.648080	FAN :	Waiting for 1 minute before next check
2023-10-27 05:17:05.472107	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:17:05.472396	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:17:16.173776	FAN -> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:17:16.174056	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:17:16.174159	FAN :	Waiting for 1 minute before next check
2023-10-27 05:18:08.523292	HEAT-> 	Temperature=17.0°, Humidity=95.7%
2023-10-27 05:18:08.523564	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:18:16.699572	FAN -> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:18:16.699842	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:18:16.699944	FAN :	Waiting for 1 minute before next check
2023-10-27 05:19:09.048917	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:19:09.049188	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:19:17.225400	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:19:17.225701	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:19:17.225806	FAN :	Waiting for 1 minute before next check
2023-10-27 05:20:09.574558	HEAT-> 	Temperature=17.0°, Humidity=95.7%
2023-10-27 05:20:09.574825	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:20:17.751241	FAN -> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:20:17.751515	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:20:17.751617	FAN :	Waiting for 1 minute before next check
2023-10-27 05:21:10.100255	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:21:10.100544	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:21:18.277044	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:21:18.277324	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:21:18.277427	FAN :	Waiting for 1 minute before next check
2023-10-27 05:22:10.625993	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:22:10.626277	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:22:18.802920	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:22:18.803228	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:22:18.803333	FAN :	Waiting for 1 minute before next check
2023-10-27 05:23:11.151823	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:23:11.152104	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:23:21.858617	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:23:21.858892	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:23:21.859030	FAN :	Waiting for 1 minute before next check
2023-10-27 05:24:11.677506	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:24:11.677780	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:24:22.384407	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:24:22.384686	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:24:22.384791	FAN :	Waiting for 1 minute before next check
2023-10-27 05:25:12.203323	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:25:12.203600	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:25:22.910130	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:25:22.910399	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:25:22.910504	FAN :	Waiting for 1 minute before next check
2023-10-27 05:26:12.728942	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:26:12.729223	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:26:23.436036	FAN -> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:26:23.436338	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:26:23.436443	FAN :	Waiting for 1 minute before next check
2023-10-27 05:27:13.254570	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:27:13.254852	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:27:23.961821	FAN -> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:27:23.962107	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:27:23.962211	FAN :	Waiting for 1 minute before next check
2023-10-27 05:28:13.780273	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:28:13.780549	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:28:24.487703	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:28:24.487948	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:28:24.488028	FAN :	Waiting for 1 minute before next check
2023-10-27 05:29:14.305937	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:29:14.306215	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:29:25.013486	FAN -> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:29:25.013771	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:29:25.013874	FAN :	Waiting for 1 minute before next check
2023-10-27 05:30:14.831711	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:30:14.831975	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:30:25.539354	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:30:25.539647	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:30:25.539751	FAN :	Waiting for 1 minute before next check
2023-10-27 05:31:15.357394	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:31:15.357677	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:31:28.596672	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:31:28.596969	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:31:28.597072	FAN :	Waiting for 1 minute before next check
2023-10-27 05:32:15.883203	HEAT-> 	Temperature=17.0°, Humidity=95.3%
2023-10-27 05:32:15.883474	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:32:29.122475	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:32:29.122753	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:32:29.122924	FAN :	Waiting for 1 minute before next check
2023-10-27 05:33:18.934359	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:33:18.934631	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:33:29.648371	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:33:29.648686	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:33:29.648793	FAN :	Waiting for 1 minute before next check
2023-10-27 05:34:19.460058	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:34:19.460342	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:34:30.174256	FAN -> 	Temperature=17.0°, Humidity=95.2%
2023-10-27 05:34:30.174555	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:34:30.174659	FAN :	Waiting for 1 minute before next check
2023-10-27 05:35:19.985758	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:35:19.986029	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:35:30.700053	FAN -> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:35:30.700348	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:35:30.700452	FAN :	Waiting for 1 minute before next check
2023-10-27 05:36:20.511585	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:36:20.511864	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:36:33.755890	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:36:33.756183	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:36:33.756286	FAN :	Waiting for 1 minute before next check
2023-10-27 05:37:21.037238	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:37:21.037511	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:37:34.281747	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:37:34.282041	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:37:34.282145	FAN :	Waiting for 1 minute before next check
2023-10-27 05:38:21.562995	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:38:21.563255	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:38:34.807626	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:38:34.807921	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:38:34.808025	FAN :	Waiting for 1 minute before next check
2023-10-27 05:39:22.088636	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:39:22.088909	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:39:35.333450	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:39:35.333752	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:39:35.333855	FAN :	Waiting for 1 minute before next check
2023-10-27 05:40:22.614256	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:40:22.614531	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:40:35.859343	FAN -> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:40:35.859629	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:40:35.859731	FAN :	Waiting for 1 minute before next check
2023-10-27 05:41:25.669680	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:41:25.669935	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:41:36.385127	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:41:36.385405	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:41:36.385508	FAN :	Waiting for 1 minute before next check
2023-10-27 05:42:26.195355	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:42:26.195600	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:42:36.911162	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:42:36.911429	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:42:36.911531	FAN :	Waiting for 1 minute before next check
2023-10-27 05:43:26.720962	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:43:26.721235	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:43:37.437150	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:43:37.437430	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:43:37.437534	FAN :	Waiting for 1 minute before next check
2023-10-27 05:44:29.777856	HEAT-> 	Temperature=17.0°, Humidity=95.6%
2023-10-27 05:44:29.778189	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:44:37.962836	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:44:37.963134	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:44:37.963238	FAN :	Waiting for 1 minute before next check
2023-10-27 05:45:30.303665	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:45:30.303939	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:45:38.488631	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:45:38.488906	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:45:38.489009	FAN :	Waiting for 1 minute before next check
2023-10-27 05:46:30.829331	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:46:30.829596	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:46:39.014380	FAN -> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:46:39.014657	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:46:39.014760	FAN :	Waiting for 1 minute before next check
2023-10-27 05:47:31.355125	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:47:31.355404	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:47:39.540085	FAN -> 	Temperature=17.0°, Humidity=95.3%
2023-10-27 05:47:39.540335	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:47:39.540438	FAN :	Waiting for 1 minute before next check
2023-10-27 05:48:31.880787	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:48:31.881059	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:48:40.065833	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:48:40.066100	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:48:40.066202	FAN :	Waiting for 1 minute before next check
2023-10-27 05:49:32.406408	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:49:32.406689	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:49:40.591631	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:49:40.591902	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:49:40.592006	FAN :	Waiting for 1 minute before next check
2023-10-27 05:50:32.932182	HEAT-> 	Temperature=17.0°, Humidity=95.5%
2023-10-27 05:50:32.932439	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:50:41.117428	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:50:41.117701	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:50:41.117803	FAN :	Waiting for 1 minute before next check
2023-10-27 05:51:33.457803	HEAT-> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:51:33.458070	HEAT:	Waiting for 1 minute before next check
2023-10-27 05:51:41.643299	FAN -> 	Temperature=17.0°, Humidity=95.4%
2023-10-27 05:51:41.643595	FAN : 	No criteria activated - keeping fan off
2023-10-27 05:51:41.643700	FAN :	Waiting for 1 minute before next check
